,ubigeo_inei,DEPARTAMENTO,PROVINCIA,FECHA,CASOS,FALLECIDOS,FALLECIDOS_SINADEF,FALLECIDOS_2019,EXCESO_MUERTES
2176,2206,SAN MARTIN,MARISCAL CACERES,202010,185,5,18,11,7
2177,2206,SAN MARTIN,MARISCAL CACERES,202011,144,3,25,7,18
2178,2206,SAN MARTIN,MARISCAL CACERES,202012,52,1,20,16,4
2161,2206,SAN MARTIN,MARISCAL CACERES,202101,81,7,32,12,20
2162,2206,SAN MARTIN,MARISCAL CACERES,202102,53,3,20,15,5
2164,2206,SAN MARTIN,MARISCAL CACERES,202103,110,6,31,19,12
2166,2206,SAN MARTIN,MARISCAL CACERES,202104,261,32,53,18,35
2168,2206,SAN MARTIN,MARISCAL CACERES,202105,134,29,56,8,48
2170,2206,SAN MARTIN,MARISCAL CACERES,202106,57,10,25,9,16
2172,2206,SAN MARTIN,MARISCAL CACERES,202107,71,3,19,12,7
2174,2206,SAN MARTIN,MARISCAL CACERES,202108,42,3,22,9,13
2181,2207,SAN MARTIN,PICOTA,202003,0,0,2,6,-4
2183,2207,SAN MARTIN,PICOTA,202004,39,0,3,8,-5
2185,2207,SAN MARTIN,PICOTA,202005,86,9,12,8,4
2187,2207,SAN MARTIN,PICOTA,202006,59,37,42,11,31
2189,2207,SAN MARTIN,PICOTA,202007,48,27,31,13,18
2191,2207,SAN MARTIN,PICOTA,202008,209,7,14,7,7
2193,2207,SAN MARTIN,PICOTA,202009,83,8,15,8,7
2194,2207,SAN MARTIN,PICOTA,202010,90,0,8,11,-3
2195,2207,SAN MARTIN,PICOTA,202011,124,2,18,7,11
2196,2207,SAN MARTIN,PICOTA,202012,113,1,9,8,1
2179,2207,SAN MARTIN,PICOTA,202101,57,3,16,8,8
2180,2207,SAN MARTIN,PICOTA,202102,74,2,21,9,12
2182,2207,SAN MARTIN,PICOTA,202103,174,6,22,6,16
2184,2207,SAN MARTIN,PICOTA,202104,321,22,36,8,28
2186,2207,SAN MARTIN,PICOTA,202105,153,14,30,8,22
2188,2207,SAN MARTIN,PICOTA,202106,49,5,19,11,8
2190,2207,SAN MARTIN,PICOTA,202107,65,7,19,13,6
2192,2207,SAN MARTIN,PICOTA,202108,22,1,18,7,11
2199,2208,SAN MARTIN,RIOJA,202003,2,0,31,31,0
2201,2208,SAN MARTIN,RIOJA,202004,16,2,36,38,-2
2203,2208,SAN MARTIN,RIOJA,202005,91,2,34,32,2
2205,2208,SAN MARTIN,RIOJA,202006,281,17,54,35,19
2207,2208,SAN MARTIN,RIOJA,202007,364,23,68,39,29
2209,2208,SAN MARTIN,RIOJA,202008,635,52,91,44,47
2211,2208,SAN MARTIN,RIOJA,202009,405,13,47,51,-4
2212,2208,SAN MARTIN,RIOJA,202010,788,7,40,49,-9
2213,2208,SAN MARTIN,RIOJA,202011,243,6,36,33,3
2214,2208,SAN MARTIN,RIOJA,202012,247,4,48,49,-1
2197,2208,SAN MARTIN,RIOJA,202101,140,7,57,27,30
2198,2208,SAN MARTIN,RIOJA,202102,277,22,59,25,34
2200,2208,SAN MARTIN,RIOJA,202103,836,32,78,31,47
2202,2208,SAN MARTIN,RIOJA,202104,1023,67,127,38,89
2204,2208,SAN MARTIN,RIOJA,202105,364,33,83,32,51
2206,2208,SAN MARTIN,RIOJA,202106,156,15,79,35,44
2208,2208,SAN MARTIN,RIOJA,202107,139,3,66,39,27
2210,2208,SAN MARTIN,RIOJA,202108,59,1,61,44,17
2217,2209,SAN MARTIN,SAN MARTIN,202003,1,1,44,79,-35
2219,2209,SAN MARTIN,SAN MARTIN,202004,95,2,41,47,-6
2221,2209,SAN MARTIN,SAN MARTIN,202005,355,26,62,60,2
2223,2209,SAN MARTIN,SAN MARTIN,202006,2296,346,386,56,330
2225,2209,SAN MARTIN,SAN MARTIN,202007,1545,143,186,60,126
2227,2209,SAN MARTIN,SAN MARTIN,202008,1031,39,89,45,44
2229,2209,SAN MARTIN,SAN MARTIN,202009,1327,23,73,62,11
2230,2209,SAN MARTIN,SAN MARTIN,202010,856,15,63,37,26
2231,2209,SAN MARTIN,SAN MARTIN,202011,477,13,69,55,14
2232,2209,SAN MARTIN,SAN MARTIN,202012,223,7,78,69,9
2215,2209,SAN MARTIN,SAN MARTIN,202101,627,17,90,58,32
2216,2209,SAN MARTIN,SAN MARTIN,202102,651,25,71,59,12
2218,2209,SAN MARTIN,SAN MARTIN,202103,1209,76,145,79,66
2220,2209,SAN MARTIN,SAN MARTIN,202104,2054,126,199,47,152
2222,2209,SAN MARTIN,SAN MARTIN,202105,1210,106,186,60,126
2224,2209,SAN MARTIN,SAN MARTIN,202106,715,45,108,56,52
2226,2209,SAN MARTIN,SAN MARTIN,202107,618,29,100,60,40
2228,2209,SAN MARTIN,SAN MARTIN,202108,240,18,102,45,57
2235,2210,SAN MARTIN,TOCACHE,202003,0,0,17,11,6
2237,2210,SAN MARTIN,TOCACHE,202004,7,1,13,14,-1
2239,2210,SAN MARTIN,TOCACHE,202005,94,0,14,16,-2
2241,2210,SAN MARTIN,TOCACHE,202006,197,13,22,9,13
2243,2210,SAN MARTIN,TOCACHE,202007,281,38,68,15,53
2245,2210,SAN MARTIN,TOCACHE,202008,517,25,45,26,19
2247,2210,SAN MARTIN,TOCACHE,202009,363,12,21,16,5
2248,2210,SAN MARTIN,TOCACHE,202010,414,7,20,13,7
2249,2210,SAN MARTIN,TOCACHE,202011,221,5,30,19,11
2250,2210,SAN MARTIN,TOCACHE,202012,103,5,25,15,10
2233,2210,SAN MARTIN,TOCACHE,202101,189,7,20,16,4
2234,2210,SAN MARTIN,TOCACHE,202102,267,9,28,12,16
2236,2210,SAN MARTIN,TOCACHE,202103,285,12,38,11,27
2238,2210,SAN MARTIN,TOCACHE,202104,481,21,41,14,27
2240,2210,SAN MARTIN,TOCACHE,202105,275,26,47,16,31
2242,2210,SAN MARTIN,TOCACHE,202106,86,10,28,9,19
2244,2210,SAN MARTIN,TOCACHE,202107,90,6,20,15,5
2246,2210,SAN MARTIN,TOCACHE,202108,61,6,24,26,-2
2253,2301,TACNA,TACNA,202003,2,0,76,83,-7
2255,2301,TACNA,TACNA,202004,158,2,55,69,-14
2257,2301,TACNA,TACNA,202005,428,12,79,83,-4
2259,2301,TACNA,TACNA,202006,506,23,83,83,0
2261,2301,TACNA,TACNA,202007,1869,152,202,93,109
2263,2301,TACNA,TACNA,202008,5500,375,379,102,277
2265,2301,TACNA,TACNA,202009,2840,125,155,87,68
2266,2301,TACNA,TACNA,202010,837,33,70,81,-11
2267,2301,TACNA,TACNA,202011,897,25,57,74,-17
2268,2301,TACNA,TACNA,202012,673,20,68,68,0
2251,2301,TACNA,TACNA,202101,2304,174,200,102,98
2252,2301,TACNA,TACNA,202102,3090,312,313,114,199
2254,2301,TACNA,TACNA,202103,1647,164,182,83,99
2256,2301,TACNA,TACNA,202104,1367,96,132,69,63
2258,2301,TACNA,TACNA,202105,1890,147,165,83,82
2260,2301,TACNA,TACNA,202106,2049,127,165,83,82
2262,2301,TACNA,TACNA,202107,1256,67,149,93,56
2264,2301,TACNA,TACNA,202108,412,13,90,102,-12
2271,2302,TACNA,CANDARAVE,202003,0,0,1,4,-3
2273,2302,TACNA,CANDARAVE,202004,0,0,1,2,-1
2275,2302,TACNA,CANDARAVE,202005,0,0,4,2,2
2277,2302,TACNA,CANDARAVE,202006,0,1,1,4,-3
2279,2302,TACNA,CANDARAVE,202007,3,0,1,2,-1
2281,2302,TACNA,CANDARAVE,202008,40,3,6,3,3
2283,2302,TACNA,CANDARAVE,202009,87,1,4,2,2
2284,2302,TACNA,CANDARAVE,202010,0,0,1,2,-1
2285,2302,TACNA,CANDARAVE,202011,3,0,3,1,2
2286,2302,TACNA,CANDARAVE,202012,0,0,2,3,-1
2269,2302,TACNA,CANDARAVE,202101,13,2,5,3,2
2270,2302,TACNA,CANDARAVE,202102,14,2,10,2,8
2272,2302,TACNA,CANDARAVE,202103,7,0,5,4,1
2274,2302,TACNA,CANDARAVE,202104,33,2,7,2,5
2276,2302,TACNA,CANDARAVE,202105,13,0,4,2,2
2278,2302,TACNA,CANDARAVE,202106,12,1,5,4,1
2280,2302,TACNA,CANDARAVE,202107,5,0,3,2,1
2282,2302,TACNA,CANDARAVE,202108,5,0,2,3,-1
2289,2303,TACNA,JORGE BASADRE,202003,0,0,1,4,-3
2291,2303,TACNA,JORGE BASADRE,202004,1,0,2,3,-1
2293,2303,TACNA,JORGE BASADRE,202005,4,1,2,0,2
2295,2303,TACNA,JORGE BASADRE,202006,10,0,2,4,-2
2297,2303,TACNA,JORGE BASADRE,202007,45,4,2,3,-1
2299,2303,TACNA,JORGE BASADRE,202008,81,8,14,2,12
2301,2303,TACNA,JORGE BASADRE,202009,242,2,7,2,5
2302,2303,TACNA,JORGE BASADRE,202010,4,0,2,4,-2
2303,2303,TACNA,JORGE BASADRE,202011,8,0,0,2,-2
2304,2303,TACNA,JORGE BASADRE,202012,11,0,1,5,-4
2287,2303,TACNA,JORGE BASADRE,202101,37,1,5,1,4
2288,2303,TACNA,JORGE BASADRE,202102,42,6,11,4,7
2290,2303,TACNA,JORGE BASADRE,202103,50,3,5,4,1
2292,2303,TACNA,JORGE BASADRE,202104,51,2,5,3,2
2294,2303,TACNA,JORGE BASADRE,202105,76,2,3,0,3
2296,2303,TACNA,JORGE BASADRE,202106,126,3,6,4,2
2298,2303,TACNA,JORGE BASADRE,202107,62,2,3,3,0
2300,2303,TACNA,JORGE BASADRE,202108,13,0,2,2,0
2307,2304,TACNA,TARATA,202003,0,0,1,2,-1
2309,2304,TACNA,TARATA,202004,1,0,2,1,1
2311,2304,TACNA,TARATA,202005,0,0,3,2,1
2313,2304,TACNA,TARATA,202006,4,0,4,10,-6
2315,2304,TACNA,TARATA,202007,2,2,4,5,-1
2317,2304,TACNA,TARATA,202008,18,1,9,7,2
2319,2304,TACNA,TARATA,202009,90,5,8,4,4
2320,2304,TACNA,TARATA,202010,11,2,4,5,-1
2321,2304,TACNA,TARATA,202011,7,0,0,1,-1
2322,2304,TACNA,TARATA,202012,7,0,0,3,-3
2305,2304,TACNA,TARATA,202101,3,0,4,1,3
2306,2304,TACNA,TARATA,202102,15,4,6,2,4
2308,2304,TACNA,TARATA,202103,5,3,6,2,4
2310,2304,TACNA,TARATA,202104,16,0,2,1,1
2312,2304,TACNA,TARATA,202105,30,5,9,2,7
2314,2304,TACNA,TARATA,202106,24,5,11,10,1
2316,2304,TACNA,TARATA,202107,22,0,6,5,1
2318,2304,TACNA,TARATA,202108,1,0,3,7,-4
2325,2401,TUMBES,TUMBES,202003,9,0,67,61,6
2327,2401,TUMBES,TUMBES,202004,292,17,85,62,23
2329,2401,TUMBES,TUMBES,202005,742,132,229,57,172
2331,2401,TUMBES,TUMBES,202006,1602,173,245,52,193
2333,2401,TUMBES,TUMBES,202007,1201,77,127,53,74
2335,2401,TUMBES,TUMBES,202008,1224,52,96,61,35
2337,2401,TUMBES,TUMBES,202009,1045,45,82,74,8
2338,2401,TUMBES,TUMBES,202010,640,28,86,58,28
2339,2401,TUMBES,TUMBES,202011,354,18,67,61,6
2340,2401,TUMBES,TUMBES,202012,308,25,81,74,7
2323,2401,TUMBES,TUMBES,202101,763,44,103,68,35
2324,2401,TUMBES,TUMBES,202102,1199,82,152,74,78
2326,2401,TUMBES,TUMBES,202103,1497,149,203,61,142
2328,2401,TUMBES,TUMBES,202104,1431,172,243,62,181
2330,2401,TUMBES,TUMBES,202105,968,102,157,57,100
2332,2401,TUMBES,TUMBES,202106,703,36,90,52,38
2334,2401,TUMBES,TUMBES,202107,261,15,75,53,22
2336,2401,TUMBES,TUMBES,202108,220,8,77,61,16
2343,2402,TUMBES,CONTRALMIRANTE VILLAR,202003,1,0,6,14,-8
2345,2402,TUMBES,CONTRALMIRANTE VILLAR,202004,25,4,11,11,0
2347,2402,TUMBES,CONTRALMIRANTE VILLAR,202005,57,11,20,9,11
2349,2402,TUMBES,CONTRALMIRANTE VILLAR,202006,107,19,26,8,18
2351,2402,TUMBES,CONTRALMIRANTE VILLAR,202007,60,11,19,6,13
2353,2402,TUMBES,CONTRALMIRANTE VILLAR,202008,69,3,4,4,0
2355,2402,TUMBES,CONTRALMIRANTE VILLAR,202009,66,2,7,6,1
2356,2402,TUMBES,CONTRALMIRANTE VILLAR,202010,67,6,9,8,1
2357,2402,TUMBES,CONTRALMIRANTE VILLAR,202011,15,3,5,3,2
2358,2402,TUMBES,CONTRALMIRANTE VILLAR,202012,19,9,14,9,5
2341,2402,TUMBES,CONTRALMIRANTE VILLAR,202101,91,12,24,10,14
2342,2402,TUMBES,CONTRALMIRANTE VILLAR,202102,53,10,21,6,15
2344,2402,TUMBES,CONTRALMIRANTE VILLAR,202103,147,16,19,14,5
2346,2402,TUMBES,CONTRALMIRANTE VILLAR,202104,91,12,21,11,10
2348,2402,TUMBES,CONTRALMIRANTE VILLAR,202105,80,7,15,9,6
2350,2402,TUMBES,CONTRALMIRANTE VILLAR,202106,21,6,13,8,5
2352,2402,TUMBES,CONTRALMIRANTE VILLAR,202107,39,1,9,6,3
2354,2402,TUMBES,CONTRALMIRANTE VILLAR,202108,18,0,9,4,5
2361,2403,TUMBES,ZARUMILLA,202003,4,1,24,20,4
2363,2403,TUMBES,ZARUMILLA,202004,59,12,27,15,12
2365,2403,TUMBES,ZARUMILLA,202005,122,23,40,12,28
2367,2403,TUMBES,ZARUMILLA,202006,257,42,66,11,55
2369,2403,TUMBES,ZARUMILLA,202007,187,16,27,8,19
2371,2403,TUMBES,ZARUMILLA,202008,258,14,31,12,19
2373,2403,TUMBES,ZARUMILLA,202009,384,6,16,12,4
2374,2403,TUMBES,ZARUMILLA,202010,173,6,21,18,3
2375,2403,TUMBES,ZARUMILLA,202011,113,7,26,12,14
2376,2403,TUMBES,ZARUMILLA,202012,42,4,17,11,6
2359,2403,TUMBES,ZARUMILLA,202101,87,10,22,17,5
2360,2403,TUMBES,ZARUMILLA,202102,121,10,25,11,14
2362,2403,TUMBES,ZARUMILLA,202103,322,32,52,20,32
2364,2403,TUMBES,ZARUMILLA,202104,353,30,49,15,34
2366,2403,TUMBES,ZARUMILLA,202105,156,15,29,12,17
2368,2403,TUMBES,ZARUMILLA,202106,95,8,20,11,9
2370,2403,TUMBES,ZARUMILLA,202107,58,5,22,8,14
2372,2403,TUMBES,ZARUMILLA,202108,49,0,20,12,8
2379,2501,UCAYALI,CORONEL PORTILLO,202003,0,9,163,132,31
2381,2501,UCAYALI,CORONEL PORTILLO,202004,752,218,354,119,235
2383,2501,UCAYALI,CORONEL PORTILLO,202005,4049,566,750,160,590
2385,2501,UCAYALI,CORONEL PORTILLO,202006,2557,202,255,154,101
2387,2501,UCAYALI,CORONEL PORTILLO,202007,1788,150,199,147,52
2389,2501,UCAYALI,CORONEL PORTILLO,202008,3335,128,161,144,17
2391,2501,UCAYALI,CORONEL PORTILLO,202009,1863,77,126,178,-52
2392,2501,UCAYALI,CORONEL PORTILLO,202010,965,34,167,168,-1
2393,2501,UCAYALI,CORONEL PORTILLO,202011,690,32,157,138,19
2394,2501,UCAYALI,CORONEL PORTILLO,202012,654,26,151,158,-7
2377,2501,UCAYALI,CORONEL PORTILLO,202101,887,85,196,141,55
2378,2501,UCAYALI,CORONEL PORTILLO,202102,1207,171,234,147,87
2380,2501,UCAYALI,CORONEL PORTILLO,202103,3949,367,356,132,224
2382,2501,UCAYALI,CORONEL PORTILLO,202104,2289,441,490,119,371
2384,2501,UCAYALI,CORONEL PORTILLO,202105,713,168,263,160,103
2386,2501,UCAYALI,CORONEL PORTILLO,202106,309,61,199,154,45
2388,2501,UCAYALI,CORONEL PORTILLO,202107,87,27,169,147,22
2390,2501,UCAYALI,CORONEL PORTILLO,202108,52,23,180,144,36
2397,2502,UCAYALI,ATALAYA,202003,0,0,2,9,-7
2399,2502,UCAYALI,ATALAYA,202004,0,1,4,11,-7
2401,2502,UCAYALI,ATALAYA,202005,1,0,2,7,-5
2403,2502,UCAYALI,ATALAYA,202006,8,9,9,0,9
2405,2502,UCAYALI,ATALAYA,202007,112,15,14,6,8
2407,2502,UCAYALI,ATALAYA,202008,144,9,9,7,2
2409,2502,UCAYALI,ATALAYA,202009,77,7,7,8,-1
2410,2502,UCAYALI,ATALAYA,202010,117,1,6,9,-3
2411,2502,UCAYALI,ATALAYA,202011,11,2,15,3,12
2412,2502,UCAYALI,ATALAYA,202012,13,0,7,5,2
2395,2502,UCAYALI,ATALAYA,202101,34,6,15,4,11
2396,2502,UCAYALI,ATALAYA,202102,19,9,12,8,4
2398,2502,UCAYALI,ATALAYA,202103,53,5,10,9,1
2400,2502,UCAYALI,ATALAYA,202104,27,15,23,11,12
2402,2502,UCAYALI,ATALAYA,202105,40,20,25,7,18
2404,2502,UCAYALI,ATALAYA,202106,7,6,14,0,14
2406,2502,UCAYALI,ATALAYA,202107,12,3,19,6,13
2408,2502,UCAYALI,ATALAYA,202108,5,1,10,7,3
2415,2503,UCAYALI,PADRE ABAD,202003,0,0,7,6,1
2417,2503,UCAYALI,PADRE ABAD,202004,4,3,8,8,0
2419,2503,UCAYALI,PADRE ABAD,202005,130,16,11,11,0
2421,2503,UCAYALI,PADRE ABAD,202006,339,25,19,11,8
2423,2503,UCAYALI,PADRE ABAD,202007,224,13,17,8,9
2425,2503,UCAYALI,PADRE ABAD,202008,346,12,17,9,8
2427,2503,UCAYALI,PADRE ABAD,202009,262,8,11,7,4
2428,2503,UCAYALI,PADRE ABAD,202010,191,4,10,14,-4
2429,2503,UCAYALI,PADRE ABAD,202011,90,6,12,8,4
2430,2503,UCAYALI,PADRE ABAD,202012,90,3,13,9,4
2413,2503,UCAYALI,PADRE ABAD,202101,97,7,19,11,8
2414,2503,UCAYALI,PADRE ABAD,202102,177,15,12,6,6
2416,2503,UCAYALI,PADRE ABAD,202103,337,20,20,6,14
2418,2503,UCAYALI,PADRE ABAD,202104,330,20,17,8,9
2420,2503,UCAYALI,PADRE ABAD,202105,121,19,17,11,6
2422,2503,UCAYALI,PADRE ABAD,202106,24,6,14,11,3
2424,2503,UCAYALI,PADRE ABAD,202107,20,1,8,8,0
2426,2503,UCAYALI,PADRE ABAD,202108,11,5,15,9,6
2433,2504,UCAYALI,PURUS,202003,0,0,0,0,0
2435,2504,UCAYALI,PURUS,202004,0,0,1,2,-1
2437,2504,UCAYALI,PURUS,202005,0,0,0,1,-1
2439,2504,UCAYALI,PURUS,202006,0,0,0,1,-1
2441,2504,UCAYALI,PURUS,202007,23,0,0,1,-1
2443,2504,UCAYALI,PURUS,202008,19,0,1,0,1
2445,2504,UCAYALI,PURUS,202009,122,2,1,2,-1
2446,2504,UCAYALI,PURUS,202010,160,0,0,0,0
2447,2504,UCAYALI,PURUS,202011,27,0,1,0,1
2448,2504,UCAYALI,PURUS,202012,0,0,0,1,-1
2431,2504,UCAYALI,PURUS,202101,7,0,1,0,1
2432,2504,UCAYALI,PURUS,202102,8,0,1,2,-1
2434,2504,UCAYALI,PURUS,202103,44,2,3,0,3
2436,2504,UCAYALI,PURUS,202104,21,0,0,2,-2
2438,2504,UCAYALI,PURUS,202105,2,1,1,1,0
2440,2504,UCAYALI,PURUS,202106,0,0,0,1,-1
2442,2504,UCAYALI,PURUS,202107,0,0,1,1,0
2444,2504,UCAYALI,PURUS,202108,0,1,1,0,1
