,ubigeo_inei,DEPARTAMENTO,PROVINCIA,FECHA,CASOS,FALLECIDOS,FALLECIDOS_SINADEF,FALLECIDOS_2019,EXCESO_MUERTES
1370,2003,PIURA,HUANCABAMBA,202102,22,4,28,33,-5
1372,2003,PIURA,HUANCABAMBA,202103,96,13,41,35,6
1374,2003,PIURA,HUANCABAMBA,202104,253,20,49,39,10
1376,2003,PIURA,HUANCABAMBA,202105,186,15,41,22,19
1378,2003,PIURA,HUANCABAMBA,202106,65,13,48,33,15
1380,2003,PIURA,HUANCABAMBA,202107,85,6,56,40,16
1382,2003,PIURA,HUANCABAMBA,202108,22,5,28,22,6
1389,2004,PIURA,MORROPON,202003,0,0,49,96,-47
1391,2004,PIURA,MORROPON,202004,68,29,80,73,7
1393,2004,PIURA,MORROPON,202005,251,149,241,90,151
1395,2004,PIURA,MORROPON,202006,277,135,157,69,88
1397,2004,PIURA,MORROPON,202007,389,68,124,75,49
1399,2004,PIURA,MORROPON,202008,326,78,117,60,57
1401,2004,PIURA,MORROPON,202009,253,52,96,61,35
1402,2004,PIURA,MORROPON,202010,62,32,83,76,7
1403,2004,PIURA,MORROPON,202011,59,70,131,68,63
1404,2004,PIURA,MORROPON,202012,99,68,134,92,42
1387,2004,PIURA,MORROPON,202101,121,54,133,77,56
1388,2004,PIURA,MORROPON,202102,137,40,120,71,49
1390,2004,PIURA,MORROPON,202103,259,60,151,96,55
1392,2004,PIURA,MORROPON,202104,592,140,237,73,164
1394,2004,PIURA,MORROPON,202105,510,102,188,90,98
1396,2004,PIURA,MORROPON,202106,340,36,111,69,42
1398,2004,PIURA,MORROPON,202107,134,10,70,75,-5
1400,2004,PIURA,MORROPON,202108,70,11,78,60,18
1407,2005,PIURA,PAITA,202003,1,0,25,34,-9
1409,2005,PIURA,PAITA,202004,119,12,40,26,14
1411,2005,PIURA,PAITA,202005,474,153,168,21,147
1413,2005,PIURA,PAITA,202006,559,137,140,21,119
1415,2005,PIURA,PAITA,202007,366,82,96,20,76
1417,2005,PIURA,PAITA,202008,986,96,130,24,106
1419,2005,PIURA,PAITA,202009,1141,28,66,20,46
1420,2005,PIURA,PAITA,202010,224,20,52,25,27
1421,2005,PIURA,PAITA,202011,119,5,40,28,12
1422,2005,PIURA,PAITA,202012,239,16,49,22,27
1405,2005,PIURA,PAITA,202101,302,35,67,33,34
1406,2005,PIURA,PAITA,202102,479,42,86,31,55
1408,2005,PIURA,PAITA,202103,1147,116,155,34,121
1410,2005,PIURA,PAITA,202104,896,116,145,26,119
1412,2005,PIURA,PAITA,202105,431,42,82,21,61
1414,2005,PIURA,PAITA,202106,136,27,73,21,52
1416,2005,PIURA,PAITA,202107,85,10,43,20,23
1418,2005,PIURA,PAITA,202108,37,5,35,24,11
1425,2006,PIURA,SULLANA,202003,1,2,101,170,-69
1427,2006,PIURA,SULLANA,202004,294,44,126,118,8
1429,2006,PIURA,SULLANA,202005,2070,511,743,93,650
1431,2006,PIURA,SULLANA,202006,2418,276,397,108,289
1433,2006,PIURA,SULLANA,202007,929,117,246,72,174
1435,2006,PIURA,SULLANA,202008,1542,109,215,108,107
1437,2006,PIURA,SULLANA,202009,918,86,193,80,113
1438,2006,PIURA,SULLANA,202010,643,34,135,77,58
1439,2006,PIURA,SULLANA,202011,394,33,158,111,47
1440,2006,PIURA,SULLANA,202012,253,53,184,82,102
1423,2006,PIURA,SULLANA,202101,775,113,265,128,137
1424,2006,PIURA,SULLANA,202102,858,115,258,134,124
1426,2006,PIURA,SULLANA,202103,1528,120,272,170,102
1428,2006,PIURA,SULLANA,202104,2363,289,463,118,345
1430,2006,PIURA,SULLANA,202105,1220,194,344,93,251
1432,2006,PIURA,SULLANA,202106,448,93,223,108,115
1434,2006,PIURA,SULLANA,202107,248,30,149,72,77
1436,2006,PIURA,SULLANA,202108,179,21,145,108,37
1443,2007,PIURA,TALARA,202003,0,0,25,67,-42
1445,2007,PIURA,TALARA,202004,81,12,24,41,-17
1447,2007,PIURA,TALARA,202005,543,148,115,50,65
1449,2007,PIURA,TALARA,202006,1100,123,98,55,43
1451,2007,PIURA,TALARA,202007,293,57,65,55,10
1453,2007,PIURA,TALARA,202008,695,46,65,48,17
1455,2007,PIURA,TALARA,202009,526,49,75,37,38
1456,2007,PIURA,TALARA,202010,245,19,63,35,28
1457,2007,PIURA,TALARA,202011,135,27,53,19,34
1458,2007,PIURA,TALARA,202012,158,39,64,37,27
1441,2007,PIURA,TALARA,202101,223,66,96,47,49
1442,2007,PIURA,TALARA,202102,194,65,88,67,21
1444,2007,PIURA,TALARA,202103,325,104,127,67,60
1446,2007,PIURA,TALARA,202104,440,231,199,41,158
1448,2007,PIURA,TALARA,202105,263,168,182,50,132
1450,2007,PIURA,TALARA,202106,132,51,74,55,19
1452,2007,PIURA,TALARA,202107,75,25,50,55,-5
1454,2007,PIURA,TALARA,202108,118,14,52,48,4
1461,2008,PIURA,SECHURA,202003,1,0,7,3,4
1463,2008,PIURA,SECHURA,202004,40,4,6,8,-2
1465,2008,PIURA,SECHURA,202005,131,34,49,11,38
1467,2008,PIURA,SECHURA,202006,170,41,52,14,38
1469,2008,PIURA,SECHURA,202007,113,24,34,11,23
1471,2008,PIURA,SECHURA,202008,142,42,55,8,47
1473,2008,PIURA,SECHURA,202009,150,7,24,8,16
1474,2008,PIURA,SECHURA,202010,88,12,34,15,19
1475,2008,PIURA,SECHURA,202011,110,15,40,9,31
1476,2008,PIURA,SECHURA,202012,126,36,64,6,58
1459,2008,PIURA,SECHURA,202101,85,21,44,5,39
1460,2008,PIURA,SECHURA,202102,90,12,26,8,18
1462,2008,PIURA,SECHURA,202103,380,32,60,3,57
1464,2008,PIURA,SECHURA,202104,365,60,99,8,91
1466,2008,PIURA,SECHURA,202105,193,41,74,11,63
1468,2008,PIURA,SECHURA,202106,95,13,41,14,27
1470,2008,PIURA,SECHURA,202107,53,8,38,11,27
1472,2008,PIURA,SECHURA,202108,68,3,25,8,17
1659,2101,PUNO,PUNO,202003,0,0,69,101,-32
1661,2101,PUNO,PUNO,202004,119,1,65,77,-12
1663,2101,PUNO,PUNO,202005,88,3,75,79,-4
1665,2101,PUNO,PUNO,202006,91,5,62,91,-29
1667,2101,PUNO,PUNO,202007,602,60,140,86,54
1669,2101,PUNO,PUNO,202008,2093,326,433,88,345
1671,2101,PUNO,PUNO,202009,2204,54,115,94,21
1672,2101,PUNO,PUNO,202010,522,31,90,88,2
1673,2101,PUNO,PUNO,202011,211,10,72,84,-12
1674,2101,PUNO,PUNO,202012,195,17,90,88,2
1657,2101,PUNO,PUNO,202101,684,73,183,87,96
1658,2101,PUNO,PUNO,202102,1178,150,281,86,195
1660,2101,PUNO,PUNO,202103,783,90,223,101,122
1662,2101,PUNO,PUNO,202104,1168,118,213,77,136
1664,2101,PUNO,PUNO,202105,1190,182,283,79,204
1666,2101,PUNO,PUNO,202106,836,99,214,91,123
1668,2101,PUNO,PUNO,202107,582,50,144,86,58
1670,2101,PUNO,PUNO,202108,635,34,117,88,29
1677,2102,PUNO,AZANGARO,202003,0,0,62,46,16
1679,2102,PUNO,AZANGARO,202004,6,1,42,44,-2
1681,2102,PUNO,AZANGARO,202005,7,1,47,55,-8
1683,2102,PUNO,AZANGARO,202006,19,1,48,69,-21
1685,2102,PUNO,AZANGARO,202007,49,10,58,50,8
1687,2102,PUNO,AZANGARO,202008,361,26,79,60,19
1689,2102,PUNO,AZANGARO,202009,272,7,49,54,-5
1690,2102,PUNO,AZANGARO,202010,99,5,49,44,5
1691,2102,PUNO,AZANGARO,202011,71,4,35,51,-16
1692,2102,PUNO,AZANGARO,202012,45,9,54,55,-1
1675,2102,PUNO,AZANGARO,202101,87,16,108,50,58
1676,2102,PUNO,AZANGARO,202102,135,31,91,49,42
1678,2102,PUNO,AZANGARO,202103,69,16,69,46,23
1680,2102,PUNO,AZANGARO,202104,100,17,85,44,41
1682,2102,PUNO,AZANGARO,202105,207,22,93,55,38
1684,2102,PUNO,AZANGARO,202106,176,37,111,69,42
1686,2102,PUNO,AZANGARO,202107,104,14,70,50,20
1688,2102,PUNO,AZANGARO,202108,64,4,40,60,-20
1695,2103,PUNO,CARABAYA,202003,0,0,17,17,0
1697,2103,PUNO,CARABAYA,202004,1,0,21,16,5
1699,2103,PUNO,CARABAYA,202005,7,0,13,13,0
1701,2103,PUNO,CARABAYA,202006,18,1,19,8,11
1703,2103,PUNO,CARABAYA,202007,29,3,18,12,6
1705,2103,PUNO,CARABAYA,202008,158,15,42,12,30
1707,2103,PUNO,CARABAYA,202009,145,2,10,9,1
1708,2103,PUNO,CARABAYA,202010,59,2,26,18,8
1709,2103,PUNO,CARABAYA,202011,65,2,21,20,1
1710,2103,PUNO,CARABAYA,202012,53,2,22,15,7
1693,2103,PUNO,CARABAYA,202101,63,6,26,11,15
1694,2103,PUNO,CARABAYA,202102,186,14,46,21,25
1696,2103,PUNO,CARABAYA,202103,197,18,40,17,23
1698,2103,PUNO,CARABAYA,202104,153,11,32,16,16
1700,2103,PUNO,CARABAYA,202105,161,19,34,13,21
1702,2103,PUNO,CARABAYA,202106,102,12,35,8,27
1704,2103,PUNO,CARABAYA,202107,101,6,23,12,11
1706,2103,PUNO,CARABAYA,202108,69,3,25,12,13
1713,2104,PUNO,CHUCUITO,202003,0,1,10,10,0
1715,2104,PUNO,CHUCUITO,202004,19,0,5,6,-1
1717,2104,PUNO,CHUCUITO,202005,10,0,11,9,2
1719,2104,PUNO,CHUCUITO,202006,9,0,11,10,1
1721,2104,PUNO,CHUCUITO,202007,94,8,15,7,8
1723,2104,PUNO,CHUCUITO,202008,238,24,34,11,23
1725,2104,PUNO,CHUCUITO,202009,144,16,35,8,27
1726,2104,PUNO,CHUCUITO,202010,74,2,19,5,14
1727,2104,PUNO,CHUCUITO,202011,66,1,21,8,13
1728,2104,PUNO,CHUCUITO,202012,34,2,44,11,33
1711,2104,PUNO,CHUCUITO,202101,64,26,95,20,75
1712,2104,PUNO,CHUCUITO,202102,69,25,72,5,67
1714,2104,PUNO,CHUCUITO,202103,97,15,66,10,56
1716,2104,PUNO,CHUCUITO,202104,179,15,78,6,72
1718,2104,PUNO,CHUCUITO,202105,152,15,55,9,46
1720,2104,PUNO,CHUCUITO,202106,98,10,60,10,50
1722,2104,PUNO,CHUCUITO,202107,74,8,51,7,44
1724,2104,PUNO,CHUCUITO,202108,46,3,34,11,23
1731,2105,PUNO,EL COLLAO,202003,0,0,7,11,-4
1733,2105,PUNO,EL COLLAO,202004,6,0,17,25,-8
1735,2105,PUNO,EL COLLAO,202005,24,0,26,23,3
1737,2105,PUNO,EL COLLAO,202006,6,0,30,11,19
1739,2105,PUNO,EL COLLAO,202007,57,11,42,24,18
1741,2105,PUNO,EL COLLAO,202008,157,29,80,33,47
1743,2105,PUNO,EL COLLAO,202009,112,15,43,32,11
1744,2105,PUNO,EL COLLAO,202010,100,8,41,25,16
1745,2105,PUNO,EL COLLAO,202011,75,4,44,11,33
1746,2105,PUNO,EL COLLAO,202012,17,1,42,7,35
1729,2105,PUNO,EL COLLAO,202101,66,9,73,23,50
1730,2105,PUNO,EL COLLAO,202102,74,18,70,23,47
1732,2105,PUNO,EL COLLAO,202103,87,15,56,11,45
1734,2105,PUNO,EL COLLAO,202104,149,30,87,25,62
1736,2105,PUNO,EL COLLAO,202105,101,28,90,23,67
1738,2105,PUNO,EL COLLAO,202106,50,12,58,11,47
1740,2105,PUNO,EL COLLAO,202107,44,11,51,24,27
1742,2105,PUNO,EL COLLAO,202108,27,4,43,33,10
1749,2106,PUNO,HUANCANE,202003,0,0,44,53,-9
1751,2106,PUNO,HUANCANE,202004,8,1,44,31,13
1753,2106,PUNO,HUANCANE,202005,19,3,33,44,-11
1755,2106,PUNO,HUANCANE,202006,10,5,43,38,5
1757,2106,PUNO,HUANCANE,202007,33,9,58,76,-18
1759,2106,PUNO,HUANCANE,202008,182,16,111,52,59
1761,2106,PUNO,HUANCANE,202009,146,8,42,42,0
1762,2106,PUNO,HUANCANE,202010,86,8,52,44,8
1763,2106,PUNO,HUANCANE,202011,50,3,66,50,16
1764,2106,PUNO,HUANCANE,202012,39,4,56,47,9
1747,2106,PUNO,HUANCANE,202101,41,8,69,53,16
1748,2106,PUNO,HUANCANE,202102,78,17,80,30,50
1750,2106,PUNO,HUANCANE,202103,47,10,78,53,25
1752,2106,PUNO,HUANCANE,202104,40,10,61,31,30
1754,2106,PUNO,HUANCANE,202105,77,10,74,44,30
1756,2106,PUNO,HUANCANE,202106,58,12,75,38,37
1758,2106,PUNO,HUANCANE,202107,47,12,66,76,-10
1760,2106,PUNO,HUANCANE,202108,21,3,49,52,-3
1767,2107,PUNO,LAMPA,202003,0,0,13,27,-14
1769,2107,PUNO,LAMPA,202004,0,0,20,15,5
1771,2107,PUNO,LAMPA,202005,12,0,7,23,-16
1773,2107,PUNO,LAMPA,202006,16,3,13,12,1
1775,2107,PUNO,LAMPA,202007,11,4,20,16,4
1777,2107,PUNO,LAMPA,202008,155,15,41,20,21
1779,2107,PUNO,LAMPA,202009,207,5,18,18,0
1780,2107,PUNO,LAMPA,202010,97,3,14,20,-6
1781,2107,PUNO,LAMPA,202011,49,0,10,15,-5
1782,2107,PUNO,LAMPA,202012,23,2,16,15,1
1765,2107,PUNO,LAMPA,202101,66,7,33,21,12
1766,2107,PUNO,LAMPA,202102,88,8,37,17,20
1768,2107,PUNO,LAMPA,202103,102,10,32,27,5
1770,2107,PUNO,LAMPA,202104,115,7,24,15,9
1772,2107,PUNO,LAMPA,202105,172,19,48,23,25
1774,2107,PUNO,LAMPA,202106,118,15,46,12,34
1776,2107,PUNO,LAMPA,202107,70,8,45,16,29
1778,2107,PUNO,LAMPA,202108,43,3,25,20,5
1785,2108,PUNO,MELGAR,202003,0,0,39,33,6
1787,2108,PUNO,MELGAR,202004,3,0,26,31,-5
1789,2108,PUNO,MELGAR,202005,16,0,31,39,-8
1791,2108,PUNO,MELGAR,202006,47,0,31,31,0
1793,2108,PUNO,MELGAR,202007,38,5,41,30,11
1795,2108,PUNO,MELGAR,202008,274,18,73,38,35
1797,2108,PUNO,MELGAR,202009,236,21,58,36,22
1798,2108,PUNO,MELGAR,202010,57,6,41,35,6
1799,2108,PUNO,MELGAR,202011,53,4,24,44,-20
1800,2108,PUNO,MELGAR,202012,24,3,41,38,3
1783,2108,PUNO,MELGAR,202101,78,10,53,35,18
1784,2108,PUNO,MELGAR,202102,153,12,51,41,10
1786,2108,PUNO,MELGAR,202103,124,14,54,33,21
1788,2108,PUNO,MELGAR,202104,229,22,72,31,41
1790,2108,PUNO,MELGAR,202105,255,30,85,39,46
1792,2108,PUNO,MELGAR,202106,252,24,58,31,27
1794,2108,PUNO,MELGAR,202107,149,10,58,30,28
1796,2108,PUNO,MELGAR,202108,53,2,27,38,-11
1803,2109,PUNO,MOHO,202003,0,0,11,19,-8
1805,2109,PUNO,MOHO,202004,0,0,15,14,1
1807,2109,PUNO,MOHO,202005,3,0,20,17,3
1809,2109,PUNO,MOHO,202006,0,0,15,22,-7
1811,2109,PUNO,MOHO,202007,7,2,19,22,-3
1813,2109,PUNO,MOHO,202008,23,4,43,14,29
1815,2109,PUNO,MOHO,202009,43,6,41,17,24
1816,2109,PUNO,MOHO,202010,26,4,15,16,-1
1817,2109,PUNO,MOHO,202011,20,1,14,19,-5
1818,2109,PUNO,MOHO,202012,6,1,24,17,7
1801,2109,PUNO,MOHO,202101,0,1,19,17,2
1802,2109,PUNO,MOHO,202102,8,2,33,17,16
1804,2109,PUNO,MOHO,202103,17,5,38,19,19
1806,2109,PUNO,MOHO,202104,8,2,28,14,14
1808,2109,PUNO,MOHO,202105,16,0,27,17,10
1810,2109,PUNO,MOHO,202106,17,3,19,22,-3
1812,2109,PUNO,MOHO,202107,10,3,27,22,5
1814,2109,PUNO,MOHO,202108,1,3,23,14,9
1839,2110,PUNO,SAN ANTONIO DE PUTINA,202003,0,0,7,20,-13
1841,2110,PUNO,SAN ANTONIO DE PUTINA,202004,2,0,13,15,-2
1843,2110,PUNO,SAN ANTONIO DE PUTINA,202005,1,0,20,24,-4
1845,2110,PUNO,SAN ANTONIO DE PUTINA,202006,3,1,20,17,3
1847,2110,PUNO,SAN ANTONIO DE PUTINA,202007,19,1,17,14,3
1849,2110,PUNO,SAN ANTONIO DE PUTINA,202008,117,8,24,17,7
1851,2110,PUNO,SAN ANTONIO DE PUTINA,202009,42,7,21,14,7
1852,2110,PUNO,SAN ANTONIO DE PUTINA,202010,54,1,12,15,-3
1853,2110,PUNO,SAN ANTONIO DE PUTINA,202011,34,1,14,17,-3
1854,2110,PUNO,SAN ANTONIO DE PUTINA,202012,16,0,14,14,0
1837,2110,PUNO,SAN ANTONIO DE PUTINA,202101,17,2,22,13,9
1838,2110,PUNO,SAN ANTONIO DE PUTINA,202102,36,6,25,13,12
1840,2110,PUNO,SAN ANTONIO DE PUTINA,202103,29,5,24,20,4
1842,2110,PUNO,SAN ANTONIO DE PUTINA,202104,35,4,23,15,8
1844,2110,PUNO,SAN ANTONIO DE PUTINA,202105,98,5,31,24,7
1846,2110,PUNO,SAN ANTONIO DE PUTINA,202106,73,6,26,17,9
1848,2110,PUNO,SAN ANTONIO DE PUTINA,202107,33,2,19,14,5
1850,2110,PUNO,SAN ANTONIO DE PUTINA,202108,22,4,19,17,2
1857,2111,PUNO,SAN ROMAN,202003,0,0,86,134,-48
1859,2111,PUNO,SAN ROMAN,202004,34,2,78,132,-54
1861,2111,PUNO,SAN ROMAN,202005,140,3,90,112,-22
1863,2111,PUNO,SAN ROMAN,202006,252,19,94,128,-34
1865,2111,PUNO,SAN ROMAN,202007,527,107,250,152,98
1867,2111,PUNO,SAN ROMAN,202008,2977,261,581,125,456
1869,2111,PUNO,SAN ROMAN,202009,1805,95,196,131,65
1870,2111,PUNO,SAN ROMAN,202010,687,33,129,131,-2
1871,2111,PUNO,SAN ROMAN,202011,335,17,137,120,17
1872,2111,PUNO,SAN ROMAN,202012,350,19,114,141,-27
1855,2111,PUNO,SAN ROMAN,202101,458,54,184,114,70
1856,2111,PUNO,SAN ROMAN,202102,702,129,260,117,143
1858,2111,PUNO,SAN ROMAN,202103,512,91,234,134,100
1860,2111,PUNO,SAN ROMAN,202104,663,87,223,132,91
1862,2111,PUNO,SAN ROMAN,202105,916,151,307,112,195
1864,2111,PUNO,SAN ROMAN,202106,750,130,263,128,135
1866,2111,PUNO,SAN ROMAN,202107,486,62,181,152,29
1868,2111,PUNO,SAN ROMAN,202108,272,28,150,125,25
1875,2112,PUNO,SANDIA,202003,0,0,8,12,-4
1877,2112,PUNO,SANDIA,202004,6,1,11,13,-2
1879,2112,PUNO,SANDIA,202005,5,1,11,11,0
1881,2112,PUNO,SANDIA,202006,15,2,15,8,7
1883,2112,PUNO,SANDIA,202007,24,3,13,10,3
1885,2112,PUNO,SANDIA,202008,105,9,16,8,8
1887,2112,PUNO,SANDIA,202009,115,4,15,12,3
1888,2112,PUNO,SANDIA,202010,37,1,10,18,-8
1889,2112,PUNO,SANDIA,202011,36,5,16,6,10
1890,2112,PUNO,SANDIA,202012,17,4,14,9,5
1873,2112,PUNO,SANDIA,202101,22,4,22,7,15
1874,2112,PUNO,SANDIA,202102,34,8,35,11,24
1876,2112,PUNO,SANDIA,202103,55,9,39,12,27
1878,2112,PUNO,SANDIA,202104,26,11,36,13,23
1880,2112,PUNO,SANDIA,202105,51,8,35,11,24
1882,2112,PUNO,SANDIA,202106,39,7,31,8,23
1884,2112,PUNO,SANDIA,202107,52,4,30,10,20
1886,2112,PUNO,SANDIA,202108,35,6,22,8,14
1893,2113,PUNO,YUNGUYO,202003,0,0,17,22,-5
1895,2113,PUNO,YUNGUYO,202004,9,0,17,17,0
1897,2113,PUNO,YUNGUYO,202005,9,2,23,17,6
1899,2113,PUNO,YUNGUYO,202006,7,1,12,15,-3
1901,2113,PUNO,YUNGUYO,202007,18,9,37,11,26
1903,2113,PUNO,YUNGUYO,202008,104,14,49,17,32
1905,2113,PUNO,YUNGUYO,202009,47,7,41,23,18
1906,2113,PUNO,YUNGUYO,202010,47,2,20,15,5
1907,2113,PUNO,YUNGUYO,202011,40,1,26,10,16
1908,2113,PUNO,YUNGUYO,202012,25,8,37,17,20
1891,2113,PUNO,YUNGUYO,202101,64,10,58,18,40
1892,2113,PUNO,YUNGUYO,202102,106,30,78,16,62
1894,2113,PUNO,YUNGUYO,202103,49,5,34,22,12
1896,2113,PUNO,YUNGUYO,202104,74,12,40,17,23
1898,2113,PUNO,YUNGUYO,202105,138,21,53,17,36
1900,2113,PUNO,YUNGUYO,202106,82,8,47,15,32
1902,2113,PUNO,YUNGUYO,202107,48,7,36,11,25
1904,2113,PUNO,YUNGUYO,202108,19,3,23,17,6
2073,2201,SAN MARTIN,MOYOBAMBA,202003,1,1,39,53,-14
2075,2201,SAN MARTIN,MOYOBAMBA,202004,65,2,30,29,1
2077,2201,SAN MARTIN,MOYOBAMBA,202005,262,2,34,35,-1
2079,2201,SAN MARTIN,MOYOBAMBA,202006,454,17,60,33,27
2081,2201,SAN MARTIN,MOYOBAMBA,202007,647,62,96,49,47
2083,2201,SAN MARTIN,MOYOBAMBA,202008,796,29,60,30,30
2085,2201,SAN MARTIN,MOYOBAMBA,202009,552,23,42,51,-9
2086,2201,SAN MARTIN,MOYOBAMBA,202010,296,15,35,47,-12
2087,2201,SAN MARTIN,MOYOBAMBA,202011,143,7,44,37,7
2088,2201,SAN MARTIN,MOYOBAMBA,202012,155,6,38,45,-7
2071,2201,SAN MARTIN,MOYOBAMBA,202101,436,10,41,33,8
2072,2201,SAN MARTIN,MOYOBAMBA,202102,636,19,41,46,-5
2074,2201,SAN MARTIN,MOYOBAMBA,202103,1167,51,100,53,47
2076,2201,SAN MARTIN,MOYOBAMBA,202104,1280,74,120,29,91
2078,2201,SAN MARTIN,MOYOBAMBA,202105,720,48,93,35,58
2080,2201,SAN MARTIN,MOYOBAMBA,202106,434,20,66,33,33
2082,2201,SAN MARTIN,MOYOBAMBA,202107,139,5,53,49,4
2084,2201,SAN MARTIN,MOYOBAMBA,202108,105,7,38,30,8
2091,2202,SAN MARTIN,BELLAVISTA,202003,0,0,14,11,3
2093,2202,SAN MARTIN,BELLAVISTA,202004,30,0,9,8,1
2095,2202,SAN MARTIN,BELLAVISTA,202005,40,7,14,10,4
2097,2202,SAN MARTIN,BELLAVISTA,202006,151,11,15,18,-3
2099,2202,SAN MARTIN,BELLAVISTA,202007,231,36,42,11,31
2101,2202,SAN MARTIN,BELLAVISTA,202008,324,10,22,12,10
2103,2202,SAN MARTIN,BELLAVISTA,202009,160,5,14,15,-1
2104,2202,SAN MARTIN,BELLAVISTA,202010,182,2,16,15,1
2105,2202,SAN MARTIN,BELLAVISTA,202011,84,3,25,17,8
2106,2202,SAN MARTIN,BELLAVISTA,202012,33,3,19,11,8
2089,2202,SAN MARTIN,BELLAVISTA,202101,62,7,20,9,11
2090,2202,SAN MARTIN,BELLAVISTA,202102,60,6,24,8,16
2092,2202,SAN MARTIN,BELLAVISTA,202103,211,26,38,11,27
2094,2202,SAN MARTIN,BELLAVISTA,202104,230,40,50,8,42
2096,2202,SAN MARTIN,BELLAVISTA,202105,122,17,34,10,24
2098,2202,SAN MARTIN,BELLAVISTA,202106,57,2,18,18,0
2100,2202,SAN MARTIN,BELLAVISTA,202107,30,12,29,11,18
2102,2202,SAN MARTIN,BELLAVISTA,202108,16,4,17,12,5
2109,2203,SAN MARTIN,EL DORADO,202003,0,0,15,8,7
2111,2203,SAN MARTIN,EL DORADO,202004,1,1,5,4,1
2113,2203,SAN MARTIN,EL DORADO,202005,30,1,14,7,7
2115,2203,SAN MARTIN,EL DORADO,202006,112,10,20,13,7
2117,2203,SAN MARTIN,EL DORADO,202007,425,18,40,10,30
2119,2203,SAN MARTIN,EL DORADO,202008,257,8,21,6,15
2121,2203,SAN MARTIN,EL DORADO,202009,269,4,17,13,4
2122,2203,SAN MARTIN,EL DORADO,202010,247,6,12,7,5
2123,2203,SAN MARTIN,EL DORADO,202011,211,1,9,8,1
2124,2203,SAN MARTIN,EL DORADO,202012,218,1,16,10,6
2107,2203,SAN MARTIN,EL DORADO,202101,61,3,9,11,-2
2108,2203,SAN MARTIN,EL DORADO,202102,34,2,13,4,9
2110,2203,SAN MARTIN,EL DORADO,202103,98,4,20,8,12
2112,2203,SAN MARTIN,EL DORADO,202104,90,10,23,4,19
2114,2203,SAN MARTIN,EL DORADO,202105,48,3,15,7,8
2116,2203,SAN MARTIN,EL DORADO,202106,36,1,14,13,1
2118,2203,SAN MARTIN,EL DORADO,202107,46,3,13,10,3
2120,2203,SAN MARTIN,EL DORADO,202108,13,1,11,6,5
2127,2204,SAN MARTIN,HUALLAGA,202003,0,1,9,8,1
2129,2204,SAN MARTIN,HUALLAGA,202004,0,0,11,15,-4
2131,2204,SAN MARTIN,HUALLAGA,202005,28,0,10,4,6
2133,2204,SAN MARTIN,HUALLAGA,202006,66,6,18,6,12
2135,2204,SAN MARTIN,HUALLAGA,202007,143,18,32,7,25
2137,2204,SAN MARTIN,HUALLAGA,202008,213,19,27,13,14
2139,2204,SAN MARTIN,HUALLAGA,202009,142,6,9,15,-6
2140,2204,SAN MARTIN,HUALLAGA,202010,204,1,7,16,-9
2141,2204,SAN MARTIN,HUALLAGA,202011,187,1,3,10,-7
2142,2204,SAN MARTIN,HUALLAGA,202012,73,0,15,5,10
2125,2204,SAN MARTIN,HUALLAGA,202101,118,3,17,10,7
2126,2204,SAN MARTIN,HUALLAGA,202102,90,3,15,12,3
2128,2204,SAN MARTIN,HUALLAGA,202103,86,5,15,8,7
2130,2204,SAN MARTIN,HUALLAGA,202104,154,13,28,15,13
2132,2204,SAN MARTIN,HUALLAGA,202105,84,12,28,4,24
2134,2204,SAN MARTIN,HUALLAGA,202106,81,5,17,6,11
2136,2204,SAN MARTIN,HUALLAGA,202107,48,1,16,7,9
2138,2204,SAN MARTIN,HUALLAGA,202108,8,1,10,13,-3
2145,2205,SAN MARTIN,LAMAS,202003,0,0,24,31,-7
2147,2205,SAN MARTIN,LAMAS,202004,2,0,19,36,-17
2149,2205,SAN MARTIN,LAMAS,202005,73,2,32,30,2
2151,2205,SAN MARTIN,LAMAS,202006,185,20,48,26,22
2153,2205,SAN MARTIN,LAMAS,202007,215,43,82,27,55
2155,2205,SAN MARTIN,LAMAS,202008,502,23,49,25,24
2157,2205,SAN MARTIN,LAMAS,202009,341,10,35,30,5
2158,2205,SAN MARTIN,LAMAS,202010,281,5,28,22,6
2159,2205,SAN MARTIN,LAMAS,202011,263,6,34,40,-6
2160,2205,SAN MARTIN,LAMAS,202012,189,2,30,44,-14
2143,2205,SAN MARTIN,LAMAS,202101,192,3,30,36,-6
2144,2205,SAN MARTIN,LAMAS,202102,119,15,42,26,16
2146,2205,SAN MARTIN,LAMAS,202103,294,22,52,31,21
2148,2205,SAN MARTIN,LAMAS,202104,378,20,59,36,23
2150,2205,SAN MARTIN,LAMAS,202105,148,26,69,30,39
2152,2205,SAN MARTIN,LAMAS,202106,149,8,47,26,21
2154,2205,SAN MARTIN,LAMAS,202107,52,2,42,27,15
2156,2205,SAN MARTIN,LAMAS,202108,38,6,30,25,5
2163,2206,SAN MARTIN,MARISCAL CACERES,202003,1,0,20,19,1
2165,2206,SAN MARTIN,MARISCAL CACERES,202004,7,0,15,18,-3
2167,2206,SAN MARTIN,MARISCAL CACERES,202005,120,15,28,8,20
2169,2206,SAN MARTIN,MARISCAL CACERES,202006,325,99,111,9,102
2171,2206,SAN MARTIN,MARISCAL CACERES,202007,210,33,49,12,37
2173,2206,SAN MARTIN,MARISCAL CACERES,202008,465,18,32,9,23
2175,2206,SAN MARTIN,MARISCAL CACERES,202009,288,8,26,14,12
